fname,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
00044347.wav,0.9733531,0.0003409249,0.0017377047,0.00014224289,0.00024308625,5.0862536e-06,0.00021530209,1.9924983e-05,3.736326e-05,0.00020554343,0.0009784047,3.6887068e-05,9.26691e-05,2.5189003e-05,1.2102435e-05,1.7635989e-06,1.3525678e-05,4.349209e-06,2.7548287e-05,4.6661003e-06,7.129744e-05,9.2564115e-08,0.0009226693,0.008065645,0.00012941597,9.2593036e-05,0.009694945,3.1073207e-06,8.193354e-06,9.996915e-07,0.00070168555,0.0002602337,4.143217e-05,5.30289e-05,4.7559468e-05,2.637793e-06,9.028955e-05,1.6021506e-05,7.121508e-05,0.0022286403,1.061801e-06
002d256b.wav,0.0009701057,0.0011975882,0.03192353,0.0017195247,0.00077629875,0.0034737752,0.008540544,0.0008621701,0.17920096,0.030618101,0.00022522786,0.0055586537,0.010062332,0.02420883,0.0012430705,0.005393587,0.0010955652,0.00055792776,0.013746988,0.026020274,0.0006124591,0.0020549695,0.0028430515,0.017203819,0.048661064,0.001500123,0.0026100778,0.001258657,0.004302534,0.0041379407,0.009522698,0.00579235,0.11154511,0.010773032,0.0017156386,0.286373,0.009340488,0.0059435247,0.013208727,0.004704009,0.108501695
003b91e8.wav,0.00052616926,0.00092735136,0.0005804357,0.0002985548,0.9186604,6.0309612e-06,0.00011527944,0.00012890731,8.858765e-05,6.7900974e-06,8.609735e-05,2.3985813e-05,0.024740541,9.486532e-06,5.39862e-05,7.157738e-06,0.00015001831,9.5512434e-05,0.005544816,6.075971e-05,0.0009935364,1.7959113e-07,0.00025814588,0.0023949356,6.815344e-05,0.000605787,0.012584478,0.00026895557,5.039069e-05,6.932686e-05,6.285149e-05,5.297787e-05,1.04917135e-05,0.00015419314,8.366923e-05,0.0011383318,0.00046519158,9.044958e-06,0.028404834,0.00021263318,8.864765e-07
004ad66f.wav,0.00011530064,0.013080945,0.00058124145,0.0006179808,0.0044016754,0.00031094602,0.00041437653,0.82469267,0.00012995707,8.6815795e-05,0.00037559008,2.7866321e-05,0.0005353181,0.00026933718,0.00052986114,0.0136883985,0.012265768,0.0002620645,0.0009664007,0.00013438446,8.763532e-05,5.940106e-05,7.1834984e-05,0.0040424224,6.1743885e-05,0.00026218523,0.0011554753,0.0012702565,0.0002879465,0.0041788486,0.000119349635,0.00052918145,3.203102e-05,0.0015553886,0.0004450039,0.0015468673,0.0007892559,6.952825e-05,0.013527235,0.0961327,0.0002888326
0063ab88.wav,1.7190467e-05,0.00018340265,0.0003703594,4.8870374e-06,0.0003889129,5.2094606e-07,6.8011075e-05,2.361389e-05,0.3576895,0.0018442768,4.890674e-06,0.06358333,0.0986998,0.0010234058,0.08021054,1.1527136e-06,3.354022e-05,0.002196412,0.002230361,3.9338935e-05,0.00023719642,2.623238e-09,2.593132e-05,0.21336761,0.16774413,0.0002038925,1.9423904e-05,0.0002374001,2.2333788e-06,7.1811337e-07,0.0006010222,6.794524e-06,4.984291e-06,1.8211652e-07,2.0201446e-06,0.00029538863,0.007930713,0.00050525594,0.00019575501,2.5602496e-06,3.3726396e-06
0075d39c.wav,4.590678e-05,6.338909e-06,1.1408774e-05,3.687489e-05,7.641453e-06,3.8879303e-08,2.0656415e-05,4.524757e-06,0.00010056612,0.9363483,1.5856078e-07,0.0013179766,0.0015196663,0.0007444658,0.0026118334,1.3183046e-06,6.0175716e-06,6.93368e-05,0.00020962776,2.6280062e-05,0.0058233407,6.4630967e-09,5.8446462e-06,0.002348464,0.008746198,1.928328e-05,5.52294e-06,6.4338956e-06,1.2591275e-07,5.2888108e-08,0.039410684,3.4082063e-06,0.00037848254,3.6960106e-08,2.6120997e-05,1.5684389e-05,4.3479835e-05,1.3692723e-05,6.096439e-05,3.0619656e-06,2.4664416e-07
00780200.wav,0.0046936064,0.0052417475,0.00830121,0.003732998,0.006128013,0.002851774,0.004234012,0.010678698,0.00024852323,7.32468e-05,0.81798184,0.00011708122,0.0014206396,0.0019388566,0.0018639226,5.5525896e-05,0.00029118525,0.0025051564,0.007337021,9.368695e-05,4.084325e-05,0.00021375305,0.00019289996,0.017493995,0.0056317314,0.00031717352,0.004206732,0.03570219,0.00016540459,0.00020124757,0.006293415,0.0014171423,9.3564624e-05,0.00087933935,0.0011449662,0.0007438414,0.024937531,5.4525193e-05,0.02014381,0.00028762987,4.9417227e-05
0079d310.wav,1.9656566e-06,9.632167e-06,0.0001320135,0.00011812924,0.00012023957,9.603001e-06,0.00011362783,6.467191e-05,0.64592284,0.0023572745,2.6955597e-06,0.0057268115,0.008372226,0.00072258833,0.005609611,4.8564984e-06,2.0665379e-05,0.0012488208,0.068603784,8.525067e-05,0.0009224492,2.2498908e-08,2.8355913e-05,0.15486537,0.08778859,5.8225512e-05,3.3966917e-05,7.746713e-05,6.1157393e-06,1.080452e-06,0.001995395,2.9127405e-05,1.0613766e-06,2.7553955e-07,3.7715276e-05,0.0015635955,0.012803706,2.8135162e-05,0.00045018923,1.6418187e-05,4.537082e-05
00ad7068.wav,5.84857e-06,6.784495e-05,1.2010813e-05,0.0010003658,1.6707844e-06,6.3448e-07,6.52279e-06,2.930934e-06,1.29948885e-05,3.0001116e-05,1.3209147e-07,3.946484e-05,0.5810918,2.2538334e-06,0.00041150887,9.779973e-07,1.7316027e-06,0.35543472,0.0015917837,0.00013191141,0.012143322,1.0663999e-09,2.2392314e-07,0.0092300465,0.0025964335,2.8742652e-05,1.1935161e-06,3.5100943e-06,1.3398276e-05,1.0290036e-08,0.03598073,1.8407011e-06,7.571752e-06,3.2254081e-06,5.4173593e-06,3.068242e-05,8.9126435e-05,6.226182e-07,1.4691234e-05,2.043762e-06,4.25626e-08
00c5808a.wav,6.9840844e-06,1.48105955e-05,1.9850848e-05,1.7762311e-05,3.0197454e-05,5.250036e-05,0.00034271757,2.7792373e-06,0.0034491674,0.038708787,2.3600921e-06,0.4336999,0.00033472825,0.04802727,0.0070659625,1.1706735e-06,2.63362e-05,0.00010976829,0.00025123553,9.8965014e-05,0.0023645621,8.7355346e-08,0.0016616887,0.0007148773,0.41809127,9.101278e-06,8.879051e-06,0.00029010492,5.665466e-06,6.812695e-06,0.0068183015,6.3747626e-05,1.0345025e-05,7.005637e-08,1.3727503e-06,3.7300797e-05,0.037369862,0.00018884681,7.953049e-05,2.1198243e-06,1.2161227e-05
