fname,label
00063640.wav,Computer_keyboard Keys_jangling Tambourine
0013a1db.wav,Flute Violin_or_fiddle Oboe
002bb878.wav,Bass_drum Knock Fireworks
002d392d.wav,Bass_drum Knock Double_bass
00326aa9.wav,Oboe Gong Electric_piano
0038a046.wav,Knock Bass_drum Electric_piano
003995fa.wav,Squeak Glockenspiel Fireworks
005ae625.wav,Gong Electric_piano Acoustic_guitar
007759c4.wav,Telephone Clarinet Acoustic_guitar
008afd93.wav,Saxophone Flute Clarinet
00a161c0.wav,Cello Acoustic_guitar Gong
00a7a2f6.wav,Clarinet Flute Acoustic_guitar
00ae03f6.wav,Chime Keys_jangling Tambourine
00b2404e.wav,Cello Double_bass Saxophone
00beb030.wav,Clarinet Cello Gong
00c4d5b8.wav,Acoustic_guitar Cello Gong
00c92c05.wav,Acoustic_guitar Electric_piano Glockenspiel
00ccf065.wav,Bass_drum Knock Snare_drum
00d0ab77.wav,Clarinet Flute Acoustic_guitar
00dffe3a.wav,Bass_drum Knock Snare_drum
00e33205.wav,Clarinet Flute Telephone
00e7ed07.wav,Flute Saxophone Violin_or_fiddle
00eac343.wav,Electric_piano Squeak Violin_or_fiddle
00f2f692.wav,Hi-hat Violin_or_fiddle Harmonica
0102a895.wav,Cello Acoustic_guitar Double_bass
010a0b3a.wav,Shatter Hi-hat Cough
010eed01.wav,Trumpet Knock Finger_snapping
01115622.wav,Shatter Tearing Hi-hat
01198b7e.wav,Clarinet Flute Violin_or_fiddle
01207ce5.wav,Hi-hat Tearing Snare_drum
0137bfba.wav,Bark Writing Fireworks
014eb52e.wav,Flute Saxophone Trumpet
01608fa3.wav,Bass_drum Double_bass Knock
0169348e.wav,Clarinet Flute Saxophone
016e52da.wav,Flute Chime Hi-hat
0183b482.wav,Acoustic_guitar Electric_piano Gong
0185de6b.wav,Acoustic_guitar Gong Electric_piano
01a5a2a3.wav,Bark Telephone Laughter
01aed32a.wav,Acoustic_guitar Electric_piano Flute
01afccc5.wav,Acoustic_guitar Flute Cello
01b4cdb5.wav,Acoustic_guitar Writing Snare_drum
01b85217.wav,Clarinet Flute Electric_piano
01bb344f.wav,Double_bass Cello Gong
01bede12.wav,Trumpet Saxophone Hi-hat
01c9d6d3.wav,Flute Clarinet Saxophone
01e628cb.wav,Clarinet Flute Telephone
01e6e112.wav,Squeak Acoustic_guitar Fart
01e99e2d.wav,Cello Clarinet Violin_or_fiddle
01eccb6e.wav,Clarinet Flute Telephone
01f27f99.wav,Shatter Tambourine Bus
01f29edb.wav,Flute Clarinet Violin_or_fiddle
01f9883e.wav,Acoustic_guitar Cello Laughter
01fd22ba.wav,Bass_drum Double_bass Snare_drum
01fe4a01.wav,Fireworks Tearing Squeak
02107093.wav,Electric_piano Bass_drum Knock
02182ebd.wav,Hi-hat Snare_drum Finger_snapping
02198549.wav,Tearing Keys_jangling Scissors
0220d48a.wav,Bass_drum Double_bass Knock
02210ee7.wav,Flute Saxophone Violin_or_fiddle
