fname,label
00063640.wav,Keys_jangling Shatter Computer_keyboard
0013a1db.wav,Flute Violin_or_fiddle Trumpet
002bb878.wav,Knock Computer_keyboard Bass_drum
002d392d.wav,Bass_drum Knock Double_bass
00326aa9.wav,Oboe Electric_piano Flute
0038a046.wav,Knock Bass_drum Electric_piano
003995fa.wav,Chime Meow Glockenspiel
005ae625.wav,Acoustic_guitar Electric_piano Violin_or_fiddle
007759c4.wav,Acoustic_guitar Telephone Clarinet
008afd93.wav,Saxophone Trumpet Flute
00a161c0.wav,Cello Double_bass Electric_piano
00a7a2f6.wav,Clarinet Electric_piano Chime
00ae03f6.wav,Chime Telephone Harmonica
00b2404e.wav,Cello Saxophone Double_bass
00beb030.wav,Clarinet Chime Saxophone
00c4d5b8.wav,Acoustic_guitar Double_bass Chime
00c92c05.wav,Acoustic_guitar Electric_piano Glockenspiel
00ccf065.wav,Bass_drum Gunshot_or_gunfire Knock
00d0ab77.wav,Clarinet Oboe Saxophone
00dffe3a.wav,Bass_drum Gunshot_or_gunfire Knock
00e33205.wav,Clarinet Saxophone Telephone
00e7ed07.wav,Flute Saxophone Trumpet
00eac343.wav,Electric_piano Clarinet Violin_or_fiddle
00f2f692.wav,Violin_or_fiddle Flute Hi-hat
0102a895.wav,Cello Double_bass Saxophone
010a0b3a.wav,Shatter Squeak Cough
010eed01.wav,Trumpet Knock Gunshot_or_gunfire
01115622.wav,Shatter Squeak Violin_or_fiddle
01198b7e.wav,Clarinet Violin_or_fiddle Flute
01207ce5.wav,Tearing Bus Drawer_open_or_close
0137bfba.wav,Laughter Acoustic_guitar Writing
014eb52e.wav,Flute Trumpet Saxophone
01608fa3.wav,Bass_drum Knock Gunshot_or_gunfire
0169348e.wav,Clarinet Cello Saxophone
016e52da.wav,Flute Violin_or_fiddle Saxophone
0183b482.wav,Acoustic_guitar Flute Cello
0185de6b.wav,Acoustic_guitar Electric_piano Chime
01a5a2a3.wav,Bark Telephone Laughter
01aed32a.wav,Acoustic_guitar Saxophone Flute
01afccc5.wav,Acoustic_guitar Chime Laughter
