fname,label
00063640.wav,Computer_keyboard Shatter Keys_jangling
0013a1db.wav,Flute Violin_or_fiddle Hi-hat
002bb878.wav,Bass_drum Knock Gunshot_or_gunfire
002d392d.wav,Bass_drum Knock Snare_drum
00326aa9.wav,Oboe Glockenspiel Electric_piano
0038a046.wav,Knock Bass_drum Electric_piano
003995fa.wav,Glockenspiel Squeak Telephone
005ae625.wav,Acoustic_guitar Electric_piano Gong
007759c4.wav,Telephone Clarinet Acoustic_guitar
008afd93.wav,Saxophone Flute Cello
00a161c0.wav,Cello Double_bass Violin_or_fiddle
00a7a2f6.wav,Clarinet Acoustic_guitar Electric_piano
00ae03f6.wav,Chime Harmonica Tambourine
00b2404e.wav,Cello Saxophone Violin_or_fiddle
00beb030.wav,Clarinet Saxophone Oboe
00c4d5b8.wav,Acoustic_guitar Double_bass Gong
00c92c05.wav,Acoustic_guitar Clarinet Electric_piano
00ccf065.wav,Bass_drum Snare_drum Electric_piano
00d0ab77.wav,Clarinet Saxophone Acoustic_guitar
00dffe3a.wav,Bass_drum Snare_drum Electric_piano
00e33205.wav,Clarinet Saxophone Harmonica
00e7ed07.wav,Flute Clarinet Violin_or_fiddle
00eac343.wav,Squeak Electric_piano Violin_or_fiddle
00f2f692.wav,Hi-hat Violin_or_fiddle Harmonica
0102a895.wav,Cello Double_bass Violin_or_fiddle
010a0b3a.wav,Shatter Keys_jangling Cough
010eed01.wav,Knock Trumpet Finger_snapping
01115622.wav,Shatter Hi-hat Drawer_open_or_close
01198b7e.wav,Clarinet Gong Violin_or_fiddle
01207ce5.wav,Tearing Hi-hat Fireworks
0137bfba.wav,Computer_keyboard Laughter Applause
014eb52e.wav,Flute Saxophone Clarinet
01608fa3.wav,Bass_drum Knock Snare_drum
0169348e.wav,Clarinet Trumpet Saxophone
016e52da.wav,Flute Clarinet Chime
0183b482.wav,Acoustic_guitar Electric_piano Clarinet
0185de6b.wav,Acoustic_guitar Electric_piano Fart
01a5a2a3.wav,Bark Laughter Telephone
01aed32a.wav,Acoustic_guitar Electric_piano Clarinet
01afccc5.wav,Acoustic_guitar Laughter Telephone
01b4cdb5.wav,Acoustic_guitar Bus Gong
01b85217.wav,Clarinet Flute Gong
01bb344f.wav,Double_bass Acoustic_guitar Electric_piano
01bede12.wav,Trumpet Saxophone Clarinet
01c9d6d3.wav,Clarinet Flute Trumpet
01e628cb.wav,Clarinet Flute Acoustic_guitar
01e6e112.wav,Acoustic_guitar Telephone Harmonica
01e99e2d.wav,Cello Violin_or_fiddle Saxophone
01eccb6e.wav,Clarinet Saxophone Flute
01f27f99.wav,Fart Tambourine Microwave_oven
01f29edb.wav,Flute Cello Violin_or_fiddle
01f9883e.wav,Acoustic_guitar Laughter Saxophone
01fd22ba.wav,Bass_drum Electric_piano Telephone
01fe4a01.wav,Tearing Fireworks Drawer_open_or_close
02107093.wav,Electric_piano Bass_drum Knock
02182ebd.wav,Hi-hat Snare_drum Tearing
02198549.wav,Keys_jangling Computer_keyboard Tearing
0220d48a.wav,Bass_drum Knock Gunshot_or_gunfire
02210ee7.wav,Flute Saxophone Cello
022170df.wav,Clarinet Flute Saxophone
023431b2.wav,Trumpet Harmonica Violin_or_fiddle
023e7db3.wav,Flute Saxophone Clarinet
023eab1f.wav,Double_bass Bus Knock
02482fdc.wav,Acoustic_guitar Double_bass Flute
024e45b1.wav,Cello Acoustic_guitar Harmonica
026820e6.wav,Cough Burping_or_eructation Fart
02697329.wav,Bass_drum Knock Snare_drum
027a8b14.wav,Finger_snapping Tearing Hi-hat
027dbe3e.wav,Bass_drum Knock Double_bass
027f06cc.wav,Squeak Cough Shatter
028278f0.wav,Trumpet Meow Clarinet
028db587.wav,Double_bass Knock Bass_drum
02960f07.wav,Scissors Writing Finger_snapping
0298b2c6.wav,Flute Clarinet Saxophone
02a0eb3c.wav,Bus Acoustic_guitar Drawer_open_or_close
02ad476f.wav,Squeak Meow Drawer_open_or_close
02af55f6.wav,Acoustic_guitar Electric_piano Cello
02c3af87.wav,Trumpet Oboe Violin_or_fiddle
02c46d0b.wav,Cello Double_bass Bus
02c6f112.wav,Cello Violin_or_fiddle Double_bass
02cb4d01.wav,Knock Bass_drum Double_bass
02d5dc55.wav,Bass_drum Snare_drum Knock
02d9b93c.wav,Saxophone Flute Clarinet
02df943b.wav,Bass_drum Knock Snare_drum
02e99b5e.wav,Cello Saxophone Bus
02f8d82c.wav,Trumpet Saxophone Violin_or_fiddle
02fb6c5b.wav,Knock Bass_drum Gunshot_or_gunfire
0300b76b.wav,Acoustic_guitar Laughter Writing
0303e3a5.wav,Bass_drum Microwave_oven Drawer_open_or_close
03079bb2.wav,Computer_keyboard Writing Squeak
030bacc6.wav,Drawer_open_or_close Microwave_oven Writing
030db750.wav,Squeak Shatter Scissors
0310089a.wav,Flute Oboe Cowbell
0316ff65.wav,Bass_drum Knock Snare_drum
03199dbe.wav,Cello Double_bass Violin_or_fiddle
031b6d8f.wav,Flute Saxophone Oboe
03319789.wav,Violin_or_fiddle Cowbell Hi-hat
033a0cbe.wav,Bass_drum Knock Double_bass
0345130c.wav,Trumpet Cello Saxophone
034b1b41.wav,Flute Chime Clarinet
034c1c69.wav,Flute Saxophone Violin_or_fiddle
035e420f.wav,Tambourine Hi-hat Cough
036c1697.wav,Acoustic_guitar Tearing Writing
036f228c.wav,Clarinet Saxophone Gong
03786473.wav,Squeak Clarinet Violin_or_fiddle
037e7b6f.wav,Flute Cello Oboe
0381efd3.wav,Double_bass Cello Bus
038397e9.wav,Bass_drum Snare_drum Drawer_open_or_close
03858091.wav,Bass_drum Snare_drum Knock
03888259.wav,Electric_piano Double_bass Gong
0394e0d4.wav,Hi-hat Shatter Gong
03953467.wav,Flute Saxophone Violin_or_fiddle
039d36e9.wav,Cello Violin_or_fiddle Harmonica
03ab8828.wav,Fireworks Gunshot_or_gunfire Snare_drum
03af84e5.wav,Clarinet Oboe Gong
03b7faf1.wav,Writing Finger_snapping Squeak
03c1c5f4.wav,Flute Saxophone Harmonica
03c5bfbb.wav,Gunshot_or_gunfire Fireworks Knock
03d2bdca.wav,Clarinet Saxophone Trumpet
03d5a89c.wav,Clarinet Violin_or_fiddle Flute
03e1e393.wav,Acoustic_guitar Burping_or_eructation Laughter
03e2ecd9.wav,Electric_piano Acoustic_guitar Gong
03e860b2.wav,Trumpet Saxophone Hi-hat
03f2e21f.wav,Cello Saxophone Violin_or_fiddle
03f39877.wav,Hi-hat Snare_drum Tearing
03fafd5b.wav,Double_bass Cello Electric_piano
03fccc98.wav,Bass_drum Gunshot_or_gunfire Snare_drum
0402129f.wav,Snare_drum Drawer_open_or_close Squeak
040258a9.wav,Cello Bus Double_bass
041521b0.wav,Bass_drum Gunshot_or_gunfire Snare_drum
04154da3.wav,Bass_drum Snare_drum Electric_piano
0419676b.wav,Clarinet Saxophone Gong
041983cd.wav,Acoustic_guitar Gong Clarinet
04199401.wav,Fart Gunshot_or_gunfire Squeak
041c68ec.wav,Cello Harmonica Violin_or_fiddle
041c7581.wav,Cello Violin_or_fiddle Double_bass
041eed83.wav,Drawer_open_or_close Computer_keyboard Squeak
0422b811.wav,Burping_or_eructation Cough Knock
0448c553.wav,Bass_drum Knock Snare_drum
0448d513.wav,Cello Double_bass Violin_or_fiddle
044aef8a.wav,Scissors Squeak Keys_jangling
045931e0.wav,Bark Telephone Meow
0459ee65.wav,Clarinet Saxophone Oboe
045c6122.wav,Gunshot_or_gunfire Fart Fireworks
045c9ea8.wav,Clarinet Saxophone Glockenspiel
04605af5.wav,Shatter Cough Hi-hat
046250d3.wav,Cello Double_bass Acoustic_guitar
046486df.wav,Computer_keyboard Scissors Keys_jangling
0468ad68.wav,Flute Cello Clarinet
046e86b5.wav,Hi-hat Glockenspiel Shatter
047b5857.wav,Cello Bus Violin_or_fiddle
047bf19c.wav,Flute Oboe Clarinet
047e0d21.wav,Trumpet Clarinet Flute
048470a5.wav,Squeak Telephone Computer_keyboard
04a301e9.wav,Trumpet Violin_or_fiddle Hi-hat
04ab46a9.wav,Cello Saxophone Double_bass
04ab4e22.wav,Tambourine Keys_jangling Hi-hat
04b031df.wav,Hi-hat Snare_drum Cowbell
04b249bd.wav,Drawer_open_or_close Tearing Knock
04b7ef77.wav,Flute Cello Saxophone
04bdae57.wav,Hi-hat Shatter Trumpet
04c2ed9c.wav,Clarinet Saxophone Acoustic_guitar
04d15abd.wav,Trumpet Cello Hi-hat
04dbef05.wav,Cello Saxophone Double_bass
04dddbf5.wav,Bass_drum Snare_drum Electric_piano
04ecda67.wav,Bass_drum Knock Tearing
04ed8568.wav,Bass_drum Snare_drum Knock
04f232c6.wav,Bass_drum Knock Gunshot_or_gunfire
04f46a27.wav,Bass_drum Snare_drum Telephone
04f85a49.wav,Saxophone Cello Acoustic_guitar
04fb8280.wav,Acoustic_guitar Electric_piano Gong
0509ce2f.wav,Hi-hat Shatter Cello
0520faf4.wav,Clarinet Glockenspiel Violin_or_fiddle
05296d2a.wav,Clarinet Saxophone Gong
0529d428.wav,Bass_drum Snare_drum Knock
0539bb41.wav,Acoustic_guitar Laughter Telephone
053a5fc6.wav,Hi-hat Shatter Fireworks
053b4c56.wav,Shatter Fart Squeak
053e7bb5.wav,Snare_drum Hi-hat Squeak
054508f3.wav,Bass_drum Snare_drum Electric_piano
0548124b.wav,Gunshot_or_gunfire Double_bass Knock
054dbf39.wav,Clarinet Flute Violin_or_fiddle
054eeab6.wav,Bark Cough Knock
05562991.wav,Flute Chime Harmonica
0558af35.wav,Meow Squeak Gong
0568741b.wav,Acoustic_guitar Electric_piano Clarinet
05723b3a.wav,Cello Double_bass Saxophone
057425e6.wav,Fart Cough Drawer_open_or_close
0576d7ba.wav,Fart Squeak Shatter
057c2963.wav,Clarinet Saxophone Flute
0586f0e0.wav,Meow Squeak Telephone
058a0e87.wav,Bass_drum Snare_drum Electric_piano
058e63ea.wav,Tambourine Hi-hat Keys_jangling
0594d8c2.wav,Hi-hat Gong Chime
059d5420.wav,Saxophone Clarinet Violin_or_fiddle
059ffef4.wav,Trumpet Electric_piano Squeak
05a15a14.wav,Flute Cello Harmonica
05ad10fb.wav,Trumpet Cello Flute
05ae0583.wav,Gong Hi-hat Oboe
05c2056b.wav,Flute Cello Clarinet
05c8453f.wav,Applause Fireworks Bus
05cae96f.wav,Tearing Gunshot_or_gunfire Fireworks
05cc88d2.wav,Tearing Shatter Hi-hat
05ccb0ff.wav,Acoustic_guitar Writing Bus
05f3c709.wav,Applause Gong Gunshot_or_gunfire
05f40290.wav,Cello Double_bass Gong
05fc58ee.wav,Bass_drum Gunshot_or_gunfire Snare_drum
05fca090.wav,Flute Harmonica Saxophone
060428bd.wav,Acoustic_guitar Gong Electric_piano
0608d8b7.wav,Saxophone Fireworks Clarinet
06123abf.wav,Acoustic_guitar Glockenspiel Gong
062c3119.wav,Clarinet Cello Flute
062f9f91.wav,Laughter Bus Squeak
06308a6b.wav,Cello Saxophone Violin_or_fiddle
0630cf5e.wav,Acoustic_guitar Electric_piano Gong
0638da1a.wav,Snare_drum Hi-hat Violin_or_fiddle
063d81f8.wav,Clarinet Trumpet Oboe
06718b47.wav,Trumpet Saxophone Violin_or_fiddle
0671a98a.wav,Trumpet Oboe Electric_piano
06775f3c.wav,Writing Acoustic_guitar Drawer_open_or_close
0678a571.wav,Trumpet Hi-hat Saxophone
067d6a04.wav,Flute Clarinet Saxophone
06827666.wav,Acoustic_guitar Gong Electric_piano
0682b1f6.wav,Shatter Hi-hat Tearing
0689d2f6.wav,Bass_drum Snare_drum Knock
069b1efa.wav,Flute Saxophone Clarinet
069b4384.wav,Bass_drum Knock Snare_drum
069e4fb3.wav,Bus Fireworks Drawer_open_or_close
06b27161.wav,Harmonica Squeak Violin_or_fiddle
06bb374e.wav,Fart Gunshot_or_gunfire Drawer_open_or_close
06bd2694.wav,Bass_drum Microwave_oven Gunshot_or_gunfire
06c33b21.wav,Tearing Writing Bus
06c535eb.wav,Telephone Acoustic_guitar Writing
06d4796b.wav,Flute Oboe Squeak
06dcd7a0.wav,Chime Squeak Harmonica
06e1d866.wav,Squeak Shatter Laughter
06e4a7a3.wav,Acoustic_guitar Glockenspiel Violin_or_fiddle
06e4c394.wav,Violin_or_fiddle Saxophone Harmonica
06ee2e39.wav,Trumpet Saxophone Meow
06faccbf.wav,Acoustic_guitar Writing Bus
06fbe4da.wav,Double_bass Gunshot_or_gunfire Cello
070096e9.wav,Clarinet Oboe Double_bass
070204c5.wav,Finger_snapping Shatter Knock
07038d45.wav,Squeak Meow Scissors
07063bc9.wav,Keys_jangling Shatter Writing
070fea08.wav,Clarinet Oboe Flute
0716b51d.wav,Double_bass Knock Finger_snapping
071b2b62.wav,Acoustic_guitar Writing Burping_or_eructation
071e7724.wav,Bass_drum Knock Microwave_oven
071f4c75.wav,Clarinet Flute Cello
0722054b.wav,Clarinet Saxophone Harmonica
07256457.wav,Trumpet Saxophone Violin_or_fiddle
