fname,label
00063640.wav,Keys_jangling Shatter Hi-hat
0013a1db.wav,Flute Violin_or_fiddle Oboe
002bb878.wav,Bass_drum Gunshot_or_gunfire Knock
002d392d.wav,Bass_drum Knock Gunshot_or_gunfire
00326aa9.wav,Oboe Violin_or_fiddle Flute
0038a046.wav,Knock Bass_drum Electric_piano
003995fa.wav,Glockenspiel Harmonica Squeak
005ae625.wav,Acoustic_guitar Electric_piano Saxophone
007759c4.wav,Acoustic_guitar Telephone Clarinet
008afd93.wav,Saxophone Flute Violin_or_fiddle
00a161c0.wav,Cello Acoustic_guitar Drawer_open_or_close
00a7a2f6.wav,Clarinet Flute Acoustic_guitar
00ae03f6.wav,Chime Tearing Fireworks
00b2404e.wav,Cello Double_bass Violin_or_fiddle
00beb030.wav,Clarinet Saxophone Oboe
00c4d5b8.wav,Acoustic_guitar Cello Gong
00c92c05.wav,Acoustic_guitar Glockenspiel Electric_piano
00ccf065.wav,Bass_drum Gunshot_or_gunfire Finger_snapping
00d0ab77.wav,Clarinet Saxophone Flute
00dffe3a.wav,Bass_drum Knock Finger_snapping
00e33205.wav,Clarinet Flute Saxophone
00e7ed07.wav,Flute Harmonica Violin_or_fiddle
00eac343.wav,Violin_or_fiddle Electric_piano Flute
00f2f692.wav,Hi-hat Violin_or_fiddle Glockenspiel
0102a895.wav,Cello Double_bass Fart
010a0b3a.wav,Shatter Tambourine Keys_jangling
010eed01.wav,Trumpet Finger_snapping Gunshot_or_gunfire
01115622.wav,Shatter Tearing Hi-hat
01198b7e.wav,Clarinet Flute Electric_piano
01207ce5.wav,Hi-hat Tearing Finger_snapping
0137bfba.wav,Computer_keyboard Writing Applause
014eb52e.wav,Flute Trumpet Saxophone
01608fa3.wav,Bass_drum Knock Double_bass
0169348e.wav,Clarinet Flute Trumpet
016e52da.wav,Flute Finger_snapping Tambourine
0183b482.wav,Acoustic_guitar Electric_piano Saxophone
0185de6b.wav,Acoustic_guitar Cello Fart
01a5a2a3.wav,Bark Telephone Laughter
01aed32a.wav,Acoustic_guitar Electric_piano Flute
01afccc5.wav,Acoustic_guitar Electric_piano Telephone
01b4cdb5.wav,Acoustic_guitar Writing Bus
01b85217.wav,Clarinet Flute Acoustic_guitar
01bb344f.wav,Double_bass Acoustic_guitar Cello
01bede12.wav,Trumpet Saxophone Flute
01c9d6d3.wav,Flute Clarinet Saxophone
01e628cb.wav,Clarinet Flute Gong
01e6e112.wav,Acoustic_guitar Harmonica Squeak
01e99e2d.wav,Cello Violin_or_fiddle Harmonica
01eccb6e.wav,Clarinet Flute Saxophone
01f27f99.wav,Fart Squeak Tambourine
01f29edb.wav,Flute Saxophone Violin_or_fiddle
01f9883e.wav,Acoustic_guitar Saxophone Laughter
01fd22ba.wav,Bass_drum Electric_piano Telephone
01fe4a01.wav,Tearing Fireworks Writing
02107093.wav,Electric_piano Double_bass Tearing
02182ebd.wav,Hi-hat Snare_drum Finger_snapping
02198549.wav,Keys_jangling Tearing Scissors
0220d48a.wav,Bass_drum Snare_drum Electric_piano
02210ee7.wav,Flute Violin_or_fiddle Cello
022170df.wav,Clarinet Flute Saxophone
023431b2.wav,Trumpet Harmonica Hi-hat
023e7db3.wav,Flute Saxophone Clarinet
023eab1f.wav,Double_bass Knock Bus
02482fdc.wav,Acoustic_guitar Chime Cello
024e45b1.wav,Cello Harmonica Acoustic_guitar
026820e6.wav,Cough Fart Burping_or_eructation
02697329.wav,Bass_drum Gunshot_or_gunfire Knock
027a8b14.wav,Finger_snapping Hi-hat Shatter
027dbe3e.wav,Bass_drum Double_bass Knock
027f06cc.wav,Cough Squeak Laughter
028278f0.wav,Trumpet Violin_or_fiddle Flute
028db587.wav,Double_bass Knock Bass_drum
02960f07.wav,Scissors Tearing Finger_snapping
0298b2c6.wav,Flute Saxophone Electric_piano
02a0eb3c.wav,Bus Drawer_open_or_close Snare_drum
02ad476f.wav,Squeak Drawer_open_or_close Meow
02af55f6.wav,Acoustic_guitar Electric_piano Gong
02c3af87.wav,Trumpet Violin_or_fiddle Oboe
02c46d0b.wav,Cello Acoustic_guitar Double_bass
02c6f112.wav,Cello Violin_or_fiddle Acoustic_guitar
02cb4d01.wav,Knock Bass_drum Double_bass
02d5dc55.wav,Bass_drum Knock Gunshot_or_gunfire
02d9b93c.wav,Saxophone Flute Trumpet
02df943b.wav,Bass_drum Knock Finger_snapping
02e99b5e.wav,Cello Saxophone Microwave_oven
02f8d82c.wav,Trumpet Violin_or_fiddle Saxophone
02fb6c5b.wav,Knock Bass_drum Gunshot_or_gunfire
0300b76b.wav,Laughter Acoustic_guitar Telephone
0303e3a5.wav,Microwave_oven Bass_drum Double_bass
03079bb2.wav,Computer_keyboard Writing Scissors
030bacc6.wav,Microwave_oven Drawer_open_or_close Cello
030db750.wav,Squeak Shatter Telephone
0310089a.wav,Flute Hi-hat Oboe
0316ff65.wav,Bass_drum Knock Snare_drum
03199dbe.wav,Cello Double_bass Fart
031b6d8f.wav,Flute Saxophone Clarinet
03319789.wav,Violin_or_fiddle Cowbell Bark
033a0cbe.wav,Knock Bass_drum Double_bass
0345130c.wav,Trumpet Saxophone Acoustic_guitar
034b1b41.wav,Flute Harmonica Violin_or_fiddle
034c1c69.wav,Flute Saxophone Tambourine
035e420f.wav,Hi-hat Fart Tambourine
036c1697.wav,Acoustic_guitar Tearing Snare_drum
036f228c.wav,Clarinet Saxophone Flute
03786473.wav,Glockenspiel Clarinet Squeak
037e7b6f.wav,Flute Violin_or_fiddle Saxophone
0381efd3.wav,Double_bass Drawer_open_or_close Finger_snapping
038397e9.wav,Bass_drum Knock Microwave_oven
03858091.wav,Bass_drum Knock Gunshot_or_gunfire
03888259.wav,Double_bass Electric_piano Acoustic_guitar
0394e0d4.wav,Hi-hat Drawer_open_or_close Keys_jangling
03953467.wav,Flute Saxophone Drawer_open_or_close
039d36e9.wav,Cello Violin_or_fiddle Flute
03ab8828.wav,Fireworks Gunshot_or_gunfire Snare_drum
03af84e5.wav,Oboe Clarinet Flute
03b7faf1.wav,Keys_jangling Finger_snapping Tambourine
03c1c5f4.wav,Flute Violin_or_fiddle Saxophone
03c5bfbb.wav,Gunshot_or_gunfire Bass_drum Fireworks
03d2bdca.wav,Clarinet Saxophone Trumpet
03d5a89c.wav,Clarinet Violin_or_fiddle Flute
03e1e393.wav,Laughter Acoustic_guitar Fart
03e2ecd9.wav,Electric_piano Acoustic_guitar Gong
03e860b2.wav,Trumpet Violin_or_fiddle Hi-hat
03f2e21f.wav,Cello Drawer_open_or_close Keys_jangling
03f39877.wav,Hi-hat Snare_drum Finger_snapping
03fafd5b.wav,Double_bass Electric_piano Knock
03fccc98.wav,Bass_drum Gunshot_or_gunfire Knock
0402129f.wav,Snare_drum Drawer_open_or_close Squeak
040258a9.wav,Cello Acoustic_guitar Squeak
041521b0.wav,Bass_drum Gunshot_or_gunfire Knock
04154da3.wav,Bass_drum Gunshot_or_gunfire Finger_snapping
0419676b.wav,Clarinet Flute Saxophone
041983cd.wav,Acoustic_guitar Gong Electric_piano
04199401.wav,Fart Gunshot_or_gunfire Drawer_open_or_close
041c68ec.wav,Cello Harmonica Gong
041c7581.wav,Cello Violin_or_fiddle Flute
041eed83.wav,Drawer_open_or_close Computer_keyboard Tearing
0422b811.wav,Burping_or_eructation Cough Fart
0448c553.wav,Bass_drum Knock Finger_snapping
0448d513.wav,Cello Violin_or_fiddle Finger_snapping
044aef8a.wav,Keys_jangling Scissors Squeak
045931e0.wav,Bark Meow Telephone
0459ee65.wav,Clarinet Flute Saxophone
045c6122.wav,Bass_drum Gunshot_or_gunfire Tearing
045c9ea8.wav,Clarinet Saxophone Flute
04605af5.wav,Shatter Hi-hat Cough
046250d3.wav,Cello Acoustic_guitar Double_bass
046486df.wav,Computer_keyboard Applause Keys_jangling
0468ad68.wav,Flute Cello Harmonica
046e86b5.wav,Hi-hat Shatter Snare_drum
047b5857.wav,Cello Double_bass Acoustic_guitar
047bf19c.wav,Flute Violin_or_fiddle Clarinet
047e0d21.wav,Trumpet Flute Hi-hat
048470a5.wav,Squeak Chime Telephone
04a301e9.wav,Trumpet Violin_or_fiddle Hi-hat
04ab46a9.wav,Cello Keys_jangling Finger_snapping
04ab4e22.wav,Tambourine Keys_jangling Finger_snapping
04b031df.wav,Hi-hat Snare_drum Finger_snapping
04b249bd.wav,Drawer_open_or_close Tearing Knock
