fname,label
00063640.wav,Hi-hat Shatter Tambourine
0013a1db.wav,Flute Violin_or_fiddle Cowbell
002bb878.wav,Bass_drum Knock Gunshot_or_gunfire
002d392d.wav,Bass_drum Electric_piano Snare_drum
00326aa9.wav,Oboe Harmonica Flute
0038a046.wav,Bass_drum Knock Cowbell
003995fa.wav,Harmonica Violin_or_fiddle Squeak
005ae625.wav,Electric_piano Acoustic_guitar Trumpet
007759c4.wav,Telephone Acoustic_guitar Clarinet
008afd93.wav,Saxophone Flute Violin_or_fiddle
00a161c0.wav,Cello Acoustic_guitar Electric_piano
00a7a2f6.wav,Clarinet Flute Glockenspiel
00ae03f6.wav,Chime Harmonica Fireworks
00b2404e.wav,Cello Double_bass Violin_or_fiddle
00beb030.wav,Clarinet Oboe Acoustic_guitar
00c4d5b8.wav,Acoustic_guitar Gong Cello
00c92c05.wav,Acoustic_guitar Glockenspiel Chime
00ccf065.wav,Bass_drum Electric_piano Cowbell
00d0ab77.wav,Clarinet Flute Oboe
00dffe3a.wav,Bass_drum Electric_piano Cowbell
00e33205.wav,Clarinet Flute Harmonica
00e7ed07.wav,Flute Harmonica Violin_or_fiddle
00eac343.wav,Violin_or_fiddle Electric_piano Telephone
00f2f692.wav,Hi-hat Glockenspiel Gong
0102a895.wav,Cello Acoustic_guitar Double_bass
010a0b3a.wav,Shatter Tambourine Keys_jangling
010eed01.wav,Trumpet Knock Tambourine
01115622.wav,Shatter Fart Hi-hat
01198b7e.wav,Clarinet Flute Oboe
01207ce5.wav,Hi-hat Tearing Bass_drum
0137bfba.wav,Applause Fart Tearing
014eb52e.wav,Flute Trumpet Saxophone
01608fa3.wav,Bass_drum Knock Electric_piano
0169348e.wav,Clarinet Trumpet Oboe
016e52da.wav,Flute Chime Hi-hat
0183b482.wav,Acoustic_guitar Electric_piano Gong
0185de6b.wav,Acoustic_guitar Fart Electric_piano
01a5a2a3.wav,Bark Fart Applause
01aed32a.wav,Acoustic_guitar Electric_piano Flute
01afccc5.wav,Acoustic_guitar Flute Telephone
01b4cdb5.wav,Acoustic_guitar Writing Tambourine
01b85217.wav,Clarinet Flute Telephone
01bb344f.wav,Acoustic_guitar Double_bass Electric_piano
01bede12.wav,Trumpet Saxophone Flute
01c9d6d3.wav,Flute Clarinet Violin_or_fiddle
01e628cb.wav,Clarinet Flute Gong
01e6e112.wav,Acoustic_guitar Fart Squeak
01e99e2d.wav,Cello Harmonica Telephone
01eccb6e.wav,Clarinet Flute Telephone
01f27f99.wav,Squeak Fart Shatter
01f29edb.wav,Flute Clarinet Harmonica
01f9883e.wav,Acoustic_guitar Fart Snare_drum
01fd22ba.wav,Bass_drum Electric_piano Telephone
01fe4a01.wav,Tearing Harmonica Fireworks
02107093.wav,Electric_piano Double_bass Tearing
02182ebd.wav,Hi-hat Tearing Trumpet
02198549.wav,Tearing Computer_keyboard Scissors
0220d48a.wav,Bass_drum Snare_drum Electric_piano
02210ee7.wav,Flute Cello Gong
