fname,label
00063640.wav,Shatter Scissors Tambourine
0013a1db.wav,Flute Violin_or_fiddle Oboe
002bb878.wav,Bass_drum Gunshot_or_gunfire Knock
002d392d.wav,Bass_drum Knock Double_bass
00326aa9.wav,Oboe Saxophone Clarinet
0038a046.wav,Bass_drum Knock Electric_piano
003995fa.wav,Telephone Squeak Clarinet
005ae625.wav,Acoustic_guitar Gong Violin_or_fiddle
007759c4.wav,Telephone Clarinet Saxophone
008afd93.wav,Saxophone Clarinet Flute
00a161c0.wav,Cello Double_bass Electric_piano
00a7a2f6.wav,Clarinet Saxophone Acoustic_guitar
00ae03f6.wav,Chime Harmonica Shatter
00b2404e.wav,Cello Double_bass Violin_or_fiddle
00beb030.wav,Clarinet Oboe Electric_piano
00c4d5b8.wav,Acoustic_guitar Double_bass Electric_piano
00c92c05.wav,Acoustic_guitar Gong Clarinet
00ccf065.wav,Bass_drum Telephone Finger_snapping
00d0ab77.wav,Clarinet Saxophone Squeak
00dffe3a.wav,Bass_drum Knock Electric_piano
00e33205.wav,Clarinet Saxophone Squeak
00e7ed07.wav,Flute Clarinet Violin_or_fiddle
00eac343.wav,Electric_piano Violin_or_fiddle Telephone
00f2f692.wav,Hi-hat Glockenspiel Violin_or_fiddle
0102a895.wav,Cello Double_bass Harmonica
010a0b3a.wav,Shatter Keys_jangling Tambourine
010eed01.wav,Knock Trumpet Squeak
01115622.wav,Shatter Hi-hat Cough
01198b7e.wav,Clarinet Electric_piano Saxophone
01207ce5.wav,Tearing Hi-hat Gunshot_or_gunfire
0137bfba.wav,Computer_keyboard Tearing Laughter
014eb52e.wav,Flute Saxophone Clarinet
01608fa3.wav,Bass_drum Finger_snapping Gunshot_or_gunfire
0169348e.wav,Clarinet Saxophone Trumpet
016e52da.wav,Flute Violin_or_fiddle Squeak
0183b482.wav,Acoustic_guitar Electric_piano Gong
0185de6b.wav,Acoustic_guitar Electric_piano Cello
01a5a2a3.wav,Bark Laughter Knock
01aed32a.wav,Acoustic_guitar Electric_piano Saxophone
01afccc5.wav,Acoustic_guitar Telephone Laughter
01b4cdb5.wav,Acoustic_guitar Gunshot_or_gunfire Bus
01b85217.wav,Clarinet Saxophone Electric_piano
01bb344f.wav,Acoustic_guitar Double_bass Cello
01bede12.wav,Trumpet Saxophone Oboe
01c9d6d3.wav,Clarinet Trumpet Saxophone
01e628cb.wav,Clarinet Flute Saxophone
01e6e112.wav,Acoustic_guitar Harmonica Fart
01e99e2d.wav,Cello Flute Violin_or_fiddle
01eccb6e.wav,Clarinet Saxophone Squeak
01f27f99.wav,Laughter Chime Fart
01f29edb.wav,Flute Cello Double_bass
01f9883e.wav,Acoustic_guitar Telephone Laughter
01fd22ba.wav,Bass_drum Telephone Electric_piano
