fname,label
00063640.wav,Knock
0013a1db.wav,Flute
002bb878.wav,Gunshot_or_gunfire
002d392d.wav,Bass_drum
00326aa9.wav,Oboe
0038a046.wav,Knock
003995fa.wav,Squeak
005ae625.wav,Harmonica
007759c4.wav,Telephone
008afd93.wav,Saxophone
00a161c0.wav,Cello
00a7a2f6.wav,Flute
00ae03f6.wav,Tambourine
00b2404e.wav,Cello
00beb030.wav,Hi-hat
00c4d5b8.wav,Acoustic_guitar
00c92c05.wav,Acoustic_guitar
00ccf065.wav,Bass_drum
00d0ab77.wav,Clarinet
00dffe3a.wav,Bass_drum
00e33205.wav,Clarinet
00e7ed07.wav,Flute
00eac343.wav,Glockenspiel
00f2f692.wav,Hi-hat
0102a895.wav,Cello
010a0b3a.wav,Tambourine
010eed01.wav,Trumpet
01115622.wav,Hi-hat
01198b7e.wav,Clarinet
01207ce5.wav,Hi-hat
0137bfba.wav,Applause
014eb52e.wav,Harmonica
01608fa3.wav,Bass_drum
0169348e.wav,Clarinet
016e52da.wav,Flute
0183b482.wav,Cello
0185de6b.wav,Snare_drum
01a5a2a3.wav,Bark
01aed32a.wav,Hi-hat
01afccc5.wav,Acoustic_guitar
01b4cdb5.wav,Trumpet
01b85217.wav,Clarinet
01bb344f.wav,Double_bass
01bede12.wav,Trumpet
01c9d6d3.wav,Saxophone
01e628cb.wav,Flute
01e6e112.wav,Acoustic_guitar
01e99e2d.wav,Cello
01eccb6e.wav,Clarinet
01f27f99.wav,Shatter
01f29edb.wav,Flute
01f9883e.wav,Acoustic_guitar
01fd22ba.wav,Bass_drum
01fe4a01.wav,Squeak
02107093.wav,Bass_drum
02182ebd.wav,Hi-hat
02198549.wav,Writing
0220d48a.wav,Bass_drum
02210ee7.wav,Flute
022170df.wav,Acoustic_guitar
023431b2.wav,Hi-hat
023e7db3.wav,Flute
023eab1f.wav,Double_bass
02482fdc.wav,Acoustic_guitar
024e45b1.wav,Cello
026820e6.wav,Shatter
02697329.wav,Bass_drum
027a8b14.wav,Hi-hat
027dbe3e.wav,Bass_drum
027f06cc.wav,Squeak
028278f0.wav,Glockenspiel
028db587.wav,Double_bass
02960f07.wav,Finger_snapping
0298b2c6.wav,Flute
02a0eb3c.wav,Fart
02ad476f.wav,Drawer_open_or_close
02af55f6.wav,Acoustic_guitar
02c3af87.wav,Trumpet
02c46d0b.wav,Acoustic_guitar
02c6f112.wav,Cello
02cb4d01.wav,Knock
02d5dc55.wav,Bass_drum
02d9b93c.wav,Saxophone
02df943b.wav,Bass_drum
02e99b5e.wav,Cello
02f8d82c.wav,Trumpet
02fb6c5b.wav,Knock
0300b76b.wav,Telephone
0303e3a5.wav,Double_bass
03079bb2.wav,Writing
030bacc6.wav,Microwave_oven
030db750.wav,Keys_jangling
0310089a.wav,Glockenspiel
0316ff65.wav,Snare_drum
03199dbe.wav,Double_bass
031b6d8f.wav,Flute
03319789.wav,Violin_or_fiddle
033a0cbe.wav,Snare_drum
0345130c.wav,Trumpet
034b1b41.wav,Flute
034c1c69.wav,Flute
035e420f.wav,Hi-hat
036c1697.wav,Snare_drum
036f228c.wav,Saxophone
03786473.wav,Gong
037e7b6f.wav,Flute
0381efd3.wav,Double_bass
038397e9.wav,Bass_drum
03858091.wav,Bass_drum
03888259.wav,Electric_piano
0394e0d4.wav,Hi-hat
03953467.wav,Flute
039d36e9.wav,Cello
03ab8828.wav,Snare_drum
03af84e5.wav,Snare_drum
03b7faf1.wav,Hi-hat
03c1c5f4.wav,Flute
03c5bfbb.wav,Gunshot_or_gunfire
03d2bdca.wav,Clarinet
03d5a89c.wav,Cowbell
03e1e393.wav,Acoustic_guitar
03e2ecd9.wav,Acoustic_guitar
03e860b2.wav,Trumpet
03f2e21f.wav,Cello
03f39877.wav,Hi-hat
03fafd5b.wav,Double_bass
03fccc98.wav,Bass_drum
0402129f.wav,Snare_drum
