fname,label
00063640.wav,Keys_jangling Finger_snapping Squeak
0013a1db.wav,Flute Violin_or_fiddle Meow
002bb878.wav,Bass_drum Knock Gunshot_or_gunfire
002d392d.wav,Bass_drum Knock Electric_piano
00326aa9.wav,Oboe Saxophone Flute
0038a046.wav,Bass_drum Knock Finger_snapping
003995fa.wav,Squeak Telephone Violin_or_fiddle
005ae625.wav,Acoustic_guitar Gong Electric_piano
007759c4.wav,Telephone Glockenspiel Acoustic_guitar
008afd93.wav,Saxophone Flute Trumpet
00a161c0.wav,Cello Acoustic_guitar Violin_or_fiddle
00a7a2f6.wav,Clarinet Acoustic_guitar Glockenspiel
00ae03f6.wav,Chime Telephone Tambourine
00b2404e.wav,Cello Violin_or_fiddle Double_bass
00beb030.wav,Clarinet Acoustic_guitar Saxophone
00c4d5b8.wav,Acoustic_guitar Cello Gong
00c92c05.wav,Acoustic_guitar Glockenspiel Electric_piano
00ccf065.wav,Bass_drum Telephone Electric_piano
00d0ab77.wav,Clarinet Glockenspiel Flute
00dffe3a.wav,Bass_drum Telephone Electric_piano
00e33205.wav,Clarinet Glockenspiel Harmonica
00e7ed07.wav,Flute Saxophone Harmonica
00eac343.wav,Violin_or_fiddle Telephone Electric_piano
00f2f692.wav,Hi-hat Harmonica Glockenspiel
0102a895.wav,Cello Double_bass Microwave_oven
010a0b3a.wav,Shatter Tambourine Hi-hat
010eed01.wav,Knock Finger_snapping Gunshot_or_gunfire
01115622.wav,Shatter Hi-hat Tambourine
01198b7e.wav,Clarinet Flute Glockenspiel
01207ce5.wav,Tearing Hi-hat Fireworks
0137bfba.wav,Computer_keyboard Squeak Applause
014eb52e.wav,Flute Saxophone Cello
01608fa3.wav,Bass_drum Knock Electric_piano
0169348e.wav,Clarinet Trumpet Saxophone
016e52da.wav,Flute Glockenspiel Clarinet
0183b482.wav,Acoustic_guitar Electric_piano Glockenspiel
0185de6b.wav,Acoustic_guitar Electric_piano Telephone
01a5a2a3.wav,Bark Telephone Laughter
01aed32a.wav,Acoustic_guitar Electric_piano Glockenspiel
01afccc5.wav,Acoustic_guitar Telephone Cello
01b4cdb5.wav,Acoustic_guitar Writing Bus
01b85217.wav,Clarinet Glockenspiel Chime
01bb344f.wav,Acoustic_guitar Double_bass Microwave_oven
01bede12.wav,Trumpet Saxophone Hi-hat
01c9d6d3.wav,Flute Clarinet Glockenspiel
01e628cb.wav,Clarinet Flute Harmonica
01e6e112.wav,Acoustic_guitar Telephone Harmonica
01e99e2d.wav,Cello Violin_or_fiddle Double_bass
01eccb6e.wav,Clarinet Harmonica Telephone
01f27f99.wav,Fart Shatter Microwave_oven
01f29edb.wav,Flute Cello Acoustic_guitar
01f9883e.wav,Acoustic_guitar Microwave_oven Telephone
01fd22ba.wav,Bass_drum Electric_piano Telephone
01fe4a01.wav,Tearing Fireworks Bus
02107093.wav,Electric_piano Double_bass Acoustic_guitar
02182ebd.wav,Hi-hat Tearing Snare_drum
02198549.wav,Computer_keyboard Scissors Writing
0220d48a.wav,Bass_drum Electric_piano Knock
02210ee7.wav,Flute Cello Violin_or_fiddle
022170df.wav,Clarinet Saxophone Flute
023431b2.wav,Harmonica Trumpet Violin_or_fiddle
023e7db3.wav,Flute Saxophone Clarinet
023eab1f.wav,Double_bass Electric_piano Bus
02482fdc.wav,Acoustic_guitar Glockenspiel Double_bass
024e45b1.wav,Cello Double_bass Acoustic_guitar
026820e6.wav,Drawer_open_or_close Cough Fart
02697329.wav,Bass_drum Electric_piano Telephone
027a8b14.wav,Finger_snapping Tearing Scissors
027dbe3e.wav,Bass_drum Knock Double_bass
027f06cc.wav,Cough Squeak Violin_or_fiddle
028278f0.wav,Trumpet Meow Clarinet
028db587.wav,Double_bass Knock Cello
02960f07.wav,Scissors Tearing Finger_snapping
0298b2c6.wav,Flute Harmonica Saxophone
02a0eb3c.wav,Bus Telephone Tearing
02ad476f.wav,Squeak Meow Drawer_open_or_close
02af55f6.wav,Acoustic_guitar Electric_piano Double_bass
02c3af87.wav,Trumpet Oboe Clarinet
02c46d0b.wav,Cello Double_bass Bus
02c6f112.wav,Cello Violin_or_fiddle Double_bass
02cb4d01.wav,Bass_drum Double_bass Knock
02d5dc55.wav,Bass_drum Telephone Cowbell
02d9b93c.wav,Saxophone Flute Clarinet
02df943b.wav,Bass_drum Electric_piano Knock
02e99b5e.wav,Cello Saxophone Harmonica
02f8d82c.wav,Trumpet Saxophone Squeak
02fb6c5b.wav,Knock Bass_drum Drawer_open_or_close
0300b76b.wav,Acoustic_guitar Microwave_oven Laughter
0303e3a5.wav,Telephone Drawer_open_or_close Bass_drum
03079bb2.wav,Computer_keyboard Writing Scissors
030bacc6.wav,Drawer_open_or_close Microwave_oven Telephone
030db750.wav,Telephone Squeak Meow
0310089a.wav,Flute Finger_snapping Double_bass
0316ff65.wav,Bass_drum Knock Gunshot_or_gunfire
03199dbe.wav,Cello Violin_or_fiddle Double_bass
031b6d8f.wav,Flute Saxophone Harmonica
03319789.wav,Violin_or_fiddle Cowbell Hi-hat
033a0cbe.wav,Bass_drum Knock Gunshot_or_gunfire
0345130c.wav,Trumpet Saxophone Cello
034b1b41.wav,Flute Harmonica Chime
034c1c69.wav,Flute Saxophone Harmonica
035e420f.wav,Hi-hat Cowbell Tambourine
036c1697.wav,Tearing Acoustic_guitar Telephone
036f228c.wav,Clarinet Oboe Saxophone
03786473.wav,Squeak Violin_or_fiddle Harmonica
037e7b6f.wav,Flute Cello Double_bass
0381efd3.wav,Double_bass Microwave_oven Bass_drum
038397e9.wav,Bass_drum Gunshot_or_gunfire Tearing
03858091.wav,Bass_drum Telephone Gunshot_or_gunfire
03888259.wav,Double_bass Electric_piano Acoustic_guitar
0394e0d4.wav,Hi-hat Shatter Cello
03953467.wav,Flute Saxophone Harmonica
039d36e9.wav,Cello Violin_or_fiddle Bus
03ab8828.wav,Fireworks Gunshot_or_gunfire Microwave_oven
03af84e5.wav,Clarinet Oboe Glockenspiel
03b7faf1.wav,Writing Tearing Finger_snapping
03c1c5f4.wav,Flute Harmonica Cello
03c5bfbb.wav,Gunshot_or_gunfire Knock Fireworks
03d2bdca.wav,Clarinet Saxophone Trumpet
03d5a89c.wav,Clarinet Violin_or_fiddle Shatter
03e1e393.wav,Acoustic_guitar Burping_or_eructation Writing
03e2ecd9.wav,Electric_piano Gong Acoustic_guitar
03e860b2.wav,Trumpet Saxophone Harmonica
03f2e21f.wav,Cello Harmonica Laughter
03f39877.wav,Hi-hat Writing Drawer_open_or_close
03fafd5b.wav,Double_bass Cello Bass_drum
03fccc98.wav,Bass_drum Telephone Gunshot_or_gunfire
0402129f.wav,Snare_drum Drawer_open_or_close Squeak
040258a9.wav,Cello Double_bass Bus
041521b0.wav,Bass_drum Gunshot_or_gunfire Telephone
