fname,label
00063640.wav,Computer_keyboard Keys_jangling Hi-hat
0013a1db.wav,Flute Violin_or_fiddle Hi-hat
002bb878.wav,Bass_drum Knock Gunshot_or_gunfire
002d392d.wav,Bass_drum Knock Double_bass
00326aa9.wav,Oboe Gong Electric_piano
0038a046.wav,Bass_drum Knock Gong
003995fa.wav,Squeak Trumpet Glockenspiel
005ae625.wav,Electric_piano Acoustic_guitar Gong
007759c4.wav,Telephone Clarinet Electric_piano
008afd93.wav,Saxophone Flute Violin_or_fiddle
00a161c0.wav,Cello Gong Acoustic_guitar
00a7a2f6.wav,Clarinet Flute Acoustic_guitar
00ae03f6.wav,Chime Keys_jangling Tambourine
00b2404e.wav,Cello Double_bass Saxophone
00beb030.wav,Clarinet Acoustic_guitar Electric_piano
00c4d5b8.wav,Double_bass Acoustic_guitar Cello
00c92c05.wav,Acoustic_guitar Electric_piano Gong
00ccf065.wav,Bass_drum Snare_drum Electric_piano
00d0ab77.wav,Clarinet Flute Oboe
00dffe3a.wav,Bass_drum Trumpet Knock
00e33205.wav,Clarinet Flute Cowbell
00e7ed07.wav,Flute Harmonica Saxophone
00eac343.wav,Electric_piano Violin_or_fiddle Flute
00f2f692.wav,Hi-hat Violin_or_fiddle Harmonica
0102a895.wav,Cello Saxophone Double_bass
010a0b3a.wav,Hi-hat Shatter Tambourine
010eed01.wav,Trumpet Knock Double_bass
01115622.wav,Hi-hat Shatter Tearing
01198b7e.wav,Clarinet Flute Chime
01207ce5.wav,Hi-hat Tearing Trumpet
0137bfba.wav,Fart Writing Computer_keyboard
014eb52e.wav,Flute Trumpet Saxophone
01608fa3.wav,Bass_drum Double_bass Knock
0169348e.wav,Clarinet Trumpet Oboe
016e52da.wav,Flute Harmonica Trumpet
0183b482.wav,Gong Electric_piano Acoustic_guitar
0185de6b.wav,Acoustic_guitar Electric_piano Gong
01a5a2a3.wav,Bark Telephone Burping_or_eructation
01aed32a.wav,Acoustic_guitar Flute Electric_piano
01afccc5.wav,Acoustic_guitar Flute Harmonica
01b4cdb5.wav,Acoustic_guitar Trumpet Gong
01b85217.wav,Clarinet Trumpet Flute
01bb344f.wav,Double_bass Acoustic_guitar Electric_piano
01bede12.wav,Trumpet Saxophone Flute
01c9d6d3.wav,Flute Saxophone Harmonica
01e628cb.wav,Clarinet Flute Telephone
01e6e112.wav,Acoustic_guitar Telephone Electric_piano
01e99e2d.wav,Cello Violin_or_fiddle Gong
01eccb6e.wav,Clarinet Cowbell Flute
01f27f99.wav,Tambourine Writing Microwave_oven
01f29edb.wav,Flute Violin_or_fiddle Saxophone
01f9883e.wav,Acoustic_guitar Saxophone Cello
01fd22ba.wav,Bass_drum Snare_drum Cello
01fe4a01.wav,Tearing Fireworks Applause
02107093.wav,Electric_piano Bass_drum Knock
02182ebd.wav,Hi-hat Finger_snapping Trumpet
02198549.wav,Tearing Keys_jangling Scissors
0220d48a.wav,Bass_drum Electric_piano Knock
02210ee7.wav,Flute Violin_or_fiddle Saxophone
022170df.wav,Clarinet Saxophone Flute
023431b2.wav,Harmonica Trumpet Flute
023e7db3.wav,Flute Saxophone Cello
023eab1f.wav,Double_bass Knock Trumpet
02482fdc.wav,Acoustic_guitar Gong Violin_or_fiddle
024e45b1.wav,Cello Saxophone Acoustic_guitar
026820e6.wav,Writing Burping_or_eructation Cough
02697329.wav,Bass_drum Electric_piano Hi-hat
027a8b14.wav,Hi-hat Finger_snapping Snare_drum
027dbe3e.wav,Bass_drum Electric_piano Double_bass
027f06cc.wav,Cough Squeak Fart
028278f0.wav,Trumpet Oboe Violin_or_fiddle
028db587.wav,Double_bass Cello Knock
02960f07.wav,Tearing Finger_snapping Knock
0298b2c6.wav,Flute Clarinet Saxophone
02a0eb3c.wav,Acoustic_guitar Gong Drawer_open_or_close
02ad476f.wav,Squeak Shatter Drawer_open_or_close
02af55f6.wav,Acoustic_guitar Electric_piano Gong
02c3af87.wav,Trumpet Clarinet Oboe
02c46d0b.wav,Acoustic_guitar Cello Double_bass
02c6f112.wav,Cello Electric_piano Violin_or_fiddle
02cb4d01.wav,Double_bass Knock Bass_drum
02d5dc55.wav,Bass_drum Knock Snare_drum
02d9b93c.wav,Flute Saxophone Clarinet
02df943b.wav,Bass_drum Knock Electric_piano
02e99b5e.wav,Cello Microwave_oven Saxophone
02f8d82c.wav,Trumpet Violin_or_fiddle Saxophone
02fb6c5b.wav,Knock Bass_drum Fireworks
0300b76b.wav,Squeak Acoustic_guitar Cough
0303e3a5.wav,Bass_drum Microwave_oven Acoustic_guitar
03079bb2.wav,Computer_keyboard Writing Scissors
030bacc6.wav,Microwave_oven Drawer_open_or_close Double_bass
030db750.wav,Shatter Finger_snapping Tambourine
0310089a.wav,Flute Oboe Violin_or_fiddle
0316ff65.wav,Bass_drum Knock Writing
03199dbe.wav,Cello Double_bass Gong
031b6d8f.wav,Flute Saxophone Laughter
03319789.wav,Violin_or_fiddle Hi-hat Cowbell
033a0cbe.wav,Knock Bass_drum Double_bass
0345130c.wav,Trumpet Electric_piano Saxophone
034b1b41.wav,Flute Harmonica Electric_piano
034c1c69.wav,Flute Saxophone Trumpet
035e420f.wav,Hi-hat Tearing Tambourine
036c1697.wav,Acoustic_guitar Snare_drum Gong
036f228c.wav,Clarinet Saxophone Cello
03786473.wav,Squeak Glockenspiel Tambourine
037e7b6f.wav,Flute Saxophone Clarinet
0381efd3.wav,Double_bass Knock Microwave_oven
038397e9.wav,Bass_drum Hi-hat Knock
03858091.wav,Bass_drum Knock Double_bass
03888259.wav,Electric_piano Double_bass Gong
0394e0d4.wav,Hi-hat Trumpet Gong
03953467.wav,Flute Saxophone Tambourine
039d36e9.wav,Cello Violin_or_fiddle Saxophone
03ab8828.wav,Fireworks Trumpet Gunshot_or_gunfire
03af84e5.wav,Oboe Clarinet Violin_or_fiddle
03b7faf1.wav,Writing Shatter Tearing
03c1c5f4.wav,Flute Clarinet Saxophone
03c5bfbb.wav,Bass_drum Knock Gunshot_or_gunfire
03d2bdca.wav,Clarinet Acoustic_guitar Cello
03d5a89c.wav,Violin_or_fiddle Saxophone Cello
03e1e393.wav,Acoustic_guitar Cough Burping_or_eructation
03e2ecd9.wav,Gong Electric_piano Acoustic_guitar
03e860b2.wav,Trumpet Saxophone Flute
03f2e21f.wav,Cello Microwave_oven Laughter
03f39877.wav,Hi-hat Finger_snapping Snare_drum
03fafd5b.wav,Double_bass Electric_piano Bass_drum
03fccc98.wav,Bass_drum Snare_drum Knock
0402129f.wav,Snare_drum Fart Fireworks
040258a9.wav,Cello Acoustic_guitar Flute
041521b0.wav,Bass_drum Gunshot_or_gunfire Snare_drum
04154da3.wav,Bass_drum Snare_drum Electric_piano
0419676b.wav,Clarinet Flute Saxophone
041983cd.wav,Acoustic_guitar Electric_piano Gong
04199401.wav,Fart Keys_jangling Gunshot_or_gunfire
041c68ec.wav,Cello Flute Harmonica
041c7581.wav,Cello Saxophone Violin_or_fiddle
041eed83.wav,Computer_keyboard Fireworks Knock
0422b811.wav,Burping_or_eructation Bark Cough
0448c553.wav,Bass_drum Snare_drum Double_bass
0448d513.wav,Cello Flute Squeak
044aef8a.wav,Squeak Tearing Scissors
045931e0.wav,Bark Meow Telephone
0459ee65.wav,Clarinet Saxophone Cowbell
045c6122.wav,Bass_drum Gunshot_or_gunfire Tearing
045c9ea8.wav,Clarinet Flute Chime
04605af5.wav,Hi-hat Shatter Tearing
046250d3.wav,Cello Acoustic_guitar Hi-hat
046486df.wav,Computer_keyboard Tearing Applause
0468ad68.wav,Flute Clarinet Harmonica
046e86b5.wav,Hi-hat Snare_drum Tambourine
047b5857.wav,Cello Gong Violin_or_fiddle
047bf19c.wav,Flute Harmonica Gong
047e0d21.wav,Trumpet Flute Harmonica
048470a5.wav,Squeak Shatter Fart
04a301e9.wav,Trumpet Snare_drum Violin_or_fiddle
04ab46a9.wav,Cello Clarinet Gong
04ab4e22.wav,Tambourine Keys_jangling Hi-hat
04b031df.wav,Hi-hat Finger_snapping Trumpet
04b249bd.wav,Drawer_open_or_close Tearing Squeak
