fname,label
00063640.wav,Shatter Knock Hi-hat
0013a1db.wav,Flute Violin_or_fiddle Snare_drum
002bb878.wav,Bass_drum Knock Gunshot_or_gunfire
002d392d.wav,Bass_drum Knock Gunshot_or_gunfire
00326aa9.wav,Oboe Trumpet Violin_or_fiddle
0038a046.wav,Bass_drum Knock Microwave_oven
003995fa.wav,Squeak Glockenspiel Shatter
005ae625.wav,Gong Violin_or_fiddle Electric_piano
007759c4.wav,Telephone Clarinet Acoustic_guitar
008afd93.wav,Saxophone Violin_or_fiddle Flute
00a161c0.wav,Cello Microwave_oven Double_bass
00a7a2f6.wav,Clarinet Flute Acoustic_guitar
00ae03f6.wav,Chime Tearing Fireworks
00b2404e.wav,Cello Violin_or_fiddle Double_bass
00beb030.wav,Clarinet Microwave_oven Acoustic_guitar
00c4d5b8.wav,Acoustic_guitar Cello Double_bass
00c92c05.wav,Acoustic_guitar Glockenspiel Electric_piano
00ccf065.wav,Bass_drum Knock Gunshot_or_gunfire
00d0ab77.wav,Clarinet Flute Acoustic_guitar
00dffe3a.wav,Bass_drum Knock Gunshot_or_gunfire
00e33205.wav,Clarinet Flute Harmonica
00e7ed07.wav,Flute Harmonica Violin_or_fiddle
00eac343.wav,Violin_or_fiddle Glockenspiel Snare_drum
00f2f692.wav,Violin_or_fiddle Hi-hat Shatter
0102a895.wav,Cello Double_bass Saxophone
010a0b3a.wav,Shatter Hi-hat Keys_jangling
010eed01.wav,Trumpet Knock Gunshot_or_gunfire
01115622.wav,Shatter Gunshot_or_gunfire Tearing
01198b7e.wav,Clarinet Glockenspiel Flute
01207ce5.wav,Hi-hat Tearing Knock
0137bfba.wav,Fart Applause Writing
014eb52e.wav,Flute Violin_or_fiddle Trumpet
01608fa3.wav,Bass_drum Knock Gunshot_or_gunfire
0169348e.wav,Clarinet Violin_or_fiddle Trumpet
016e52da.wav,Flute Chime Glockenspiel
0183b482.wav,Acoustic_guitar Electric_piano Violin_or_fiddle
0185de6b.wav,Acoustic_guitar Fart Double_bass
01a5a2a3.wav,Bark Gunshot_or_gunfire Writing
01aed32a.wav,Acoustic_guitar Electric_piano Flute
01afccc5.wav,Acoustic_guitar Cough Flute
01b4cdb5.wav,Acoustic_guitar Gong Electric_piano
01b85217.wav,Clarinet Chime Flute
01bb344f.wav,Double_bass Acoustic_guitar Knock
01bede12.wav,Trumpet Hi-hat Saxophone
01c9d6d3.wav,Flute Clarinet Violin_or_fiddle
01e628cb.wav,Clarinet Flute Gong
01e6e112.wav,Squeak Fart Harmonica
01e99e2d.wav,Cello Violin_or_fiddle Squeak
01eccb6e.wav,Clarinet Flute Chime
01f27f99.wav,Fart Shatter Gunshot_or_gunfire
01f29edb.wav,Flute Violin_or_fiddle Cello
01f9883e.wav,Acoustic_guitar Fart Cello
01fd22ba.wav,Bass_drum Snare_drum Knock
01fe4a01.wav,Microwave_oven Squeak Harmonica
02107093.wav,Knock Tearing Bass_drum
02182ebd.wav,Hi-hat Snare_drum Knock
02198549.wav,Tearing Keys_jangling Scissors
0220d48a.wav,Bass_drum Knock Gunshot_or_gunfire
02210ee7.wav,Violin_or_fiddle Flute Cello
022170df.wav,Clarinet Flute Chime
023431b2.wav,Trumpet Harmonica Hi-hat
023e7db3.wav,Flute Saxophone Violin_or_fiddle
023eab1f.wav,Double_bass Knock Cello
02482fdc.wav,Acoustic_guitar Double_bass Cello
024e45b1.wav,Cello Acoustic_guitar Gong
026820e6.wav,Knock Shatter Fart
02697329.wav,Bass_drum Knock Gunshot_or_gunfire
027a8b14.wav,Hi-hat Finger_snapping Shatter
027dbe3e.wav,Bass_drum Knock Gunshot_or_gunfire
027f06cc.wav,Cough Squeak Shatter
028278f0.wav,Trumpet Hi-hat Violin_or_fiddle
028db587.wav,Double_bass Knock Cello
02960f07.wav,Tearing Knock Shatter
0298b2c6.wav,Flute Glockenspiel Chime
02a0eb3c.wav,Microwave_oven Acoustic_guitar Snare_drum
02ad476f.wav,Squeak Shatter Meow
02af55f6.wav,Acoustic_guitar Electric_piano Gong
02c3af87.wav,Trumpet Violin_or_fiddle Oboe
02c46d0b.wav,Acoustic_guitar Cello Microwave_oven
02c6f112.wav,Cello Violin_or_fiddle Saxophone
02cb4d01.wav,Knock Bass_drum Gunshot_or_gunfire
02d5dc55.wav,Bass_drum Knock Gunshot_or_gunfire
02d9b93c.wav,Flute Saxophone Clarinet
02df943b.wav,Bass_drum Knock Gunshot_or_gunfire
02e99b5e.wav,Cello Microwave_oven Saxophone
02f8d82c.wav,Trumpet Hi-hat Violin_or_fiddle
02fb6c5b.wav,Knock Gunshot_or_gunfire Bass_drum
0300b76b.wav,Fart Cough Laughter
0303e3a5.wav,Microwave_oven Bass_drum Knock
03079bb2.wav,Writing Computer_keyboard Scissors
030bacc6.wav,Microwave_oven Drawer_open_or_close Knock
030db750.wav,Shatter Finger_snapping Scissors
0310089a.wav,Flute Hi-hat Violin_or_fiddle
0316ff65.wav,Knock Bass_drum Snare_drum
03199dbe.wav,Cello Double_bass Microwave_oven
031b6d8f.wav,Flute Clarinet Violin_or_fiddle
03319789.wav,Violin_or_fiddle Snare_drum Hi-hat
033a0cbe.wav,Knock Bass_drum Double_bass
0345130c.wav,Trumpet Fart Saxophone
034b1b41.wav,Flute Chime Glockenspiel
034c1c69.wav,Flute Saxophone Violin_or_fiddle
035e420f.wav,Hi-hat Tearing Shatter
036c1697.wav,Snare_drum Microwave_oven Acoustic_guitar
036f228c.wav,Clarinet Saxophone Flute
03786473.wav,Squeak Hi-hat Shatter
037e7b6f.wav,Flute Cello Violin_or_fiddle
0381efd3.wav,Double_bass Cello Trumpet
038397e9.wav,Bass_drum Knock Snare_drum
03858091.wav,Bass_drum Knock Gunshot_or_gunfire
03888259.wav,Cello Double_bass Gong
0394e0d4.wav,Hi-hat Snare_drum Trumpet
03953467.wav,Flute Violin_or_fiddle Saxophone
039d36e9.wav,Cello Violin_or_fiddle Acoustic_guitar
03ab8828.wav,Fireworks Gunshot_or_gunfire Snare_drum
03af84e5.wav,Clarinet Oboe Flute
03b7faf1.wav,Fireworks Knock Shatter
03c1c5f4.wav,Flute Clarinet Violin_or_fiddle
03c5bfbb.wav,Gunshot_or_gunfire Bass_drum Fireworks
03d2bdca.wav,Clarinet Acoustic_guitar Cello
03d5a89c.wav,Violin_or_fiddle Cello Flute
03e1e393.wav,Fart Microwave_oven Cough
03e2ecd9.wav,Acoustic_guitar Gong Double_bass
03e860b2.wav,Trumpet Hi-hat Saxophone
03f2e21f.wav,Cello Double_bass Microwave_oven
03f39877.wav,Hi-hat Snare_drum Finger_snapping
03fafd5b.wav,Double_bass Oboe Cello
03fccc98.wav,Bass_drum Knock Gunshot_or_gunfire
0402129f.wav,Snare_drum Drawer_open_or_close Squeak
040258a9.wav,Cello Violin_or_fiddle Trumpet
041521b0.wav,Bass_drum Gunshot_or_gunfire Knock
04154da3.wav,Bass_drum Knock Snare_drum
0419676b.wav,Clarinet Glockenspiel Saxophone
041983cd.wav,Acoustic_guitar Cello Gong
04199401.wav,Fart Gunshot_or_gunfire Shatter
041c68ec.wav,Cello Violin_or_fiddle Harmonica
