fname,label
00063640.wav,Shatter Keys_jangling Scissors
0013a1db.wav,Flute Violin_or_fiddle Bass_drum
002bb878.wav,Knock Bass_drum Gunshot_or_gunfire
002d392d.wav,Bass_drum Electric_piano Telephone
00326aa9.wav,Oboe Bass_drum Saxophone
0038a046.wav,Bass_drum Knock Fireworks
003995fa.wav,Bass_drum Violin_or_fiddle Squeak
005ae625.wav,Acoustic_guitar Clarinet Saxophone
007759c4.wav,Saxophone Acoustic_guitar Harmonica
008afd93.wav,Saxophone Trumpet Clarinet
00a161c0.wav,Cello Clarinet Acoustic_guitar
00a7a2f6.wav,Clarinet Acoustic_guitar Saxophone
00ae03f6.wav,Chime Bus Applause
00b2404e.wav,Cello Bass_drum Double_bass
00beb030.wav,Clarinet Trumpet Telephone
00c4d5b8.wav,Acoustic_guitar Gong Chime
00c92c05.wav,Acoustic_guitar Clarinet Glockenspiel
00ccf065.wav,Bass_drum Telephone Acoustic_guitar
00d0ab77.wav,Clarinet Bass_drum Trumpet
00dffe3a.wav,Bass_drum Telephone Cowbell
00e33205.wav,Clarinet Saxophone Flute
00e7ed07.wav,Flute Trumpet Saxophone
00eac343.wav,Electric_piano Bass_drum Microwave_oven
00f2f692.wav,Hi-hat Violin_or_fiddle Clarinet
0102a895.wav,Cello Acoustic_guitar Gong
010a0b3a.wav,Shatter Tambourine Cough
010eed01.wav,Trumpet Knock Squeak
01115622.wav,Shatter Hi-hat Keys_jangling
01198b7e.wav,Clarinet Oboe Flute
01207ce5.wav,Bass_drum Tearing Gunshot_or_gunfire
0137bfba.wav,Acoustic_guitar Laughter Computer_keyboard
014eb52e.wav,Flute Trumpet Clarinet
01608fa3.wav,Bass_drum Double_bass Electric_piano
0169348e.wav,Clarinet Applause Saxophone
016e52da.wav,Flute Bass_drum Trumpet
0183b482.wav,Acoustic_guitar Clarinet Cello
0185de6b.wav,Acoustic_guitar Cello Chime
01a5a2a3.wav,Bark Telephone Clarinet
01aed32a.wav,Acoustic_guitar Clarinet Electric_piano
01afccc5.wav,Acoustic_guitar Cello Violin_or_fiddle
01b4cdb5.wav,Acoustic_guitar Bus Laughter
01b85217.wav,Clarinet Bass_drum Violin_or_fiddle
01bb344f.wav,Acoustic_guitar Saxophone Double_bass
01bede12.wav,Trumpet Flute Clarinet
01c9d6d3.wav,Clarinet Trumpet Saxophone
01e628cb.wav,Clarinet Bass_drum Hi-hat
01e6e112.wav,Acoustic_guitar Laughter Telephone
01e99e2d.wav,Cello Violin_or_fiddle Trumpet
01eccb6e.wav,Clarinet Saxophone Flute
01f27f99.wav,Gunshot_or_gunfire Chime Applause
01f29edb.wav,Flute Clarinet Cello
01f9883e.wav,Acoustic_guitar Laughter Saxophone
01fd22ba.wav,Bass_drum Electric_piano Telephone
01fe4a01.wav,Bus Fireworks Squeak
02107093.wav,Electric_piano Finger_snapping Double_bass
02182ebd.wav,Hi-hat Bass_drum Acoustic_guitar
02198549.wav,Scissors Computer_keyboard Keys_jangling
0220d48a.wav,Bass_drum Acoustic_guitar Trumpet
02210ee7.wav,Flute Trumpet Cello
022170df.wav,Clarinet Violin_or_fiddle Bass_drum
023431b2.wav,Trumpet Hi-hat Harmonica
023e7db3.wav,Flute Clarinet Trumpet
